checked,date,comment,no,endnoteID,author,year,lastname,author_year_format,author_year,title,country,site,multi_country,setting,representativeness,cohort_abbrev,cohort_abbrev,study_design,fup_period,fup_start,fup_end,dc_period,dc_start,dc_end,data_source,moa,sampling,sample_size,sex,age_specific,start_age,end_age,response_rate,attr_rate,comment about sample characteristics,instrument,diag_criteria,M_EstimateType,M_TypeofAnalysis,page,table,temporality_type,dx1_timing,dx2_timing,dx1_label,dx1_abbrev,dx2_label,dx2_abbrev,pair,unadj_type,unadj_subtype,unadj_rate,unadj_lower,unadj_upper,unadj_pvalue,adj_type,adj_subtype,adj_rate,adj_lower,adj_upper,adj_pvalue,adj_conf,cross_type,cross_subtype,a,b,c,d,double check bs:bv,unadj_indicator1,unadj_indicator2,unadj_indicator,unadjusted_type,adj_indicator,S_QRBackground,S_QRObjective,S_QRSetting,S_QRDataSource,S_QRDiagnosticCriteria,S_QRDiagnosticMethod,S_QRGeneralizability,S_QREstimate,S_QRAdjustment,S_QRBias,S_QRStatistics,S_QREthicalApproval,S_QRTotalScore
yes,22-Oct,DERIVED ESTIMATE,9,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,overall,,3.51,3.11,3.96,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,12,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,major depression,DEP,drug dependence,DRD,DEP-DRD,overall,,3.64,3.04,4.36,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,15,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,drug dependence,DRD,DYS-DRD,overall,,4,3.21,4.98,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,18,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,drug dependence,DRD,MOOD-DRD,overall,,4.23,3.58,4.99,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,21,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,major depression,DEP,alcohol dependence,ALD,DEP-ALD,,,,,,,overall,,2.25,1.72,2.94,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,24,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,,,,,,,overall,,2.1,1.43,3.09,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,27,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,,,,,,,overall,,5.47,4.53,6.62,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,30,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,major depression,DEP,drug dependence,DRD,DEP-DRD,,,,,,,overall,,2.01,1.53,2.64,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,33,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,dysthymia,DYS,drug dependence,DRD,DYS-DRD,,,,,,,overall,,2.04,1.33,3.13,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,36,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,discrete-time survival model,,,TO,TO,TO,any mood disorder,MOOD,drug dependence,DRD,MOOD-DRD,,,,,,,overall,,6.25,5.13,7.61,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,23-Oct,DERIVED ESTIMATE,3,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,depression,DEP,alcohol abuse,ALA,DEP-ALA,overall,,1.04,0.81,1.35,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,9,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,alcohol abuse,ALA,DYS-ALA,overall,,0.89,0.6,1.33,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,12,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,3.69,2.78,4.9,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,21,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,alcohol abuse,ALA,MOOD-ALA,overall,,1.05,0.82,1.35,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,27,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,depression,DEP,alcohol abuse,ALA,DEP-ALA,overall,,1.22,0.86,1.73,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,30,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,depression,DEP,alcohol dependence,ALD,DEP-ALD,overall,,3.35,2.81,4,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,33,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,dysthymia,DYS,alcohol abuse,ALA,DYS-ALA,overall,,0.84,0.5,1.42,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,36,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,3.4,2.72,4.25,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,45,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,any mood disorder,MOOD,alcohol abuse,ALA,MOOD-ALA,overall,,1.13,0.83,1.55,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,48,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,TO,TO,TO,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,overall,,3.73,3.16,4.4,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,23-Oct,DERIVED ESTIMATE,51,173,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),Lifetime co-occurrence of DSM-III-R alcohol abuse and dependence with other psychiatric disorders in the National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,face-to-face Interview (both),stratified,8098,both,,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,any mood disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,,,,,,,overall,,1.97,1.42,2.74,,,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,20-Nov,,1,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,LT,lifetime,lifetime,alcohol dependence,ALD,MDD,DEP,ALD-DEP,overall,,2,1.6,2.6,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,2,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,PP,12-month,12-month,alcohol dependence,ALD,MDD,DEP,ALD-DEP,overall,,2,1.3,3,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,3,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,22,4,TO,TO,TO,alcohol dependence,ALD,MDD,DEP,ALD-DEP,overall,,2.5,2.19,2.87,,overall,,2.9,2.27,3.68,,other psychiatric disorders,,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,4,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,22,4,TO,TO,TO,drug dependence,DRD,MDD,DEP,DRD-DEP,overall,,2.1,1.77,2.49,,overall,,1.8,1.38,2.37,,other psychiatric disorders,,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,6,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,PP,12-month,12-month,alcohol abuse without dependence,ALA,MDD,DEP,ALA-DEP,overall,,1.1,0.6,1.9,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,7,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,22,4,TO,TO,TO,alcohol abuse or dependence,AUD,MDD,DEP,AUD-DEP,overall,,1.1,0.86,1.36,,overall,,1.3,0.77,2.13,,other psychiatric disorders,,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,8,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,LT,lifetime,lifetime,drug dependence,DRD,MDD,DEP,DRD-DEP,overall,,2,1.5,2.6,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,9,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,PP,12-month,12-month,drug dependence,DRD,MDD,DEP,DRD-DEP,overall,,3.1,2,4.6,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,10,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,22,4,TO,TO,TO,drug abuse or dependence,DUD,MDD,DEP,DUD-DEP,overall,,1.5,1.14,1.88,,overall,,1.3,0.86,1.97,,other psychiatric disorders,,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,11,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,LT,lifetime,lifetime,drug abuse without dependence,DRA,MDD,DEP,DRA-DEP,overall,,1.6,1.1,2.2,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,12,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,20,3,PP,12-month,12-month,drug abuse without dependence,DRA,MDD,DEP,DRA-DEP,overall,,1.4,0.3,6.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,20-Nov,,13,175,"Kessler, R. C.",1996,Kessler,Kessler et al (1996),Kessler et al (1996),Comorbidity of DSM-III-R major depressive disorder in the general population: results from the US National Comorbidity Survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),stratified,8098,both,0,15,54,82.4,,,CIDI,DSM-III-R,odds ratios,logistic regression,22,4,TO,TO,TO,any substance use disorder,SUD,MDD,DEP,SUD-DEP,overall,,2,1.78,2.3,,overall,,2.1,1.72,2.48,,other psychiatric disorders,,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,23-Nov,,1,201,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),The epidemiology of DSM-III-R bipolar I disorder in a general population survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),multistage,59,both,0,18,54,82.4,,,CIDI,DSM-III-R,odds ratios,discrete-time survival model,1089,2,TO,TO,TO,alcohol abuse,ALA,bipolar I,BIPOLAR I,ALA-BIPOLAR I,overall,,5.8,2.6,12.8,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,2,201,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),The epidemiology of DSM-III-R bipolar I disorder in a general population survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),multistage,59,both,0,18,54,82.4,,,CIDI,DSM-III-R,odds ratios,discrete-time survival model,1089,2,TO,TO,TO,alcohol dependence,ALD,bipolar I,BIPOLAR I,ALD-BIPOLAR I,overall,,9.2,4.9,17.2,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,3,201,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),The epidemiology of DSM-III-R bipolar I disorder in a general population survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),multistage,59,both,0,18,54,82.4,,,CIDI,DSM-III-R,odds ratios,discrete-time survival model,1089,2,TO,TO,TO,drug abuse,DRA,bipolar I,BIPOLAR I,DRA-BIPOLAR I,overall,,6.6,1.5,27.9,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,4,201,"Kessler, R. C.",1997,Kessler,Kessler et al (1997),Kessler et al (1997),The epidemiology of DSM-III-R bipolar I disorder in a general population survey,USA,,,,N,NCS,National Comorbidity Survey,CS,,,,3,1990,1992,survey,Face-to-Face interview (both),multistage,59,both,0,18,54,82.4,,,CIDI,DSM-III-R,odds ratios,discrete-time survival model,1089,2,TO,TO,TO,drug dependence,DRD,bipolar I,BIPOLAR I,DRD-BIPOLAR I,overall,,8,2.2,29.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
